test_acc,test_f1_macro,val_f1_cnn,precision_pos,recall_pos,f1_pos,mcc,roc_auc,pr_auc
0.9728897104128158,0.8126298776264143,0.5688993902987356,0.9777777777777777,0.9941897998708844,0.9859154929577465,0.6417990929420718,0.8397091410325754,0.9858433092754558
