test_acc,test_f1_macro,val_f1_cnn,precision_pos,recall_pos,f1_pos,mcc,roc_auc,pr_auc
0.6428571428571429,0.641025641025641,0.8095238095238095,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.28205128205128205,0.7794871794871795,0.7997949250039034
