test_acc,test_f1_macro,val_f1_cnn,precision_pos,recall_pos,f1_pos,mcc,roc_auc,pr_auc
0.6992610563057766,0.4753733578919287,0.5605916110205197,0.07497074607593915,0.5752321981424149,0.13265269696212473,0.1188088647408988,0.6998213789821198,0.09363048630769495
