test_acc,test_f1_macro,val_f1_cnn,precision_pos,recall_pos,f1_pos,mcc,roc_auc,pr_auc
0.8844300584838342,0.8528990956438122,0.8586506813488837,0.7239984835081511,0.8567369522954987,0.7847945205479452,0.7112353831776546,0.9524655848442737,0.8889535067374077
